venta_id,fecha,hora,sucursal_id,producto_id,cantidad,total,metodo_pago
18710,2026-05-25,20:54,3,59,1,52.25,App
18711,2024-12-09,17:41,1,80,2,220.0,Tarjeta 
18712,2025-12-06,19:37,1,56,1,55.0,Tarjeta 
18713,2025-12-18,10:52,6,46,3,191.4,Efectivo
18714,2025-12-10,10:01,5,26,2,92.4,Efectivo
18715,2025-01-05,18:31,3,86,1,90.25,tarjeta
18716,2025-05-31,12:05,8,1,1,37.4,efectivo
18717,2026-05-03,09:06,1,51,3,234.0,tarjeta
18718,2025-04-20,09:39,3,66,1,68.4,Tarjeta 
18719,2025-12-17,09:17,8,30,3,184.8,Tarjeta
18720,2025-02-20,10:16,7,13,3,156.6,efectivo
18721,2025-04-24,07:07,1,125,1,48.0,tarjeta
18722,2026-01-02,17:04,2,44,2,136.5,EFECTIVO
18723,2026-03-24,08:22,5,24,3,182.7,EFECTIVO
18724,2025-08-16,17:38,7,130,1,29.0,Tarjeta
18725,20/12/2025,12:35,5,63,1,65.1,Tarjeta 
18726,2026-02-15,09:01,1,39,3,234.0,efectivo
18727,21/01/2025,09:00,7,35,2,188.5,efectivo
18728,06/06/2025,19:03,2,60,2,130.2,Tarjeta
18729,2026-04-06,17:46,2,47,2,149.1,tarjeta
18730,2025-04-11,17:27,1,14,3,138.0,Tarjeta 
18731,2026-02-22,18:36,5,50,1,68.25,app
18732,2025-04-29,07:05,3,113,1,42.75,Efectivo
18733,2025-02-20,15:48,7,12,1,81.2,EFECTIVO
18734,2026-01-26,18:47,6,61,1,79.2,Tarjeta 
18735,22/06/2025,12:55,1,91,1,380.0,efectivo
18736,2026-03-02,09:42,2,11,1,48.3,Tarjeta 
18737,29/05/2026,17:20,6,80,3,363.0,EFECTIVO
18738,2025-08-12,18:12,8,54,1,89.1,Monedero
18739,07/10/2025,21:41,6,9,2,127.6,Monedero
18740,2025-03-16,10:03,7,23,1,69.6,efectivo
18741,2025-01-09,15:56,7,126,1,29.0,tarjeta
18742,2026-04-11,09:32,3,101,1,90.25,tarjeta
18743,2025-01-04,16:58,7,25,1,49.3,tarjeta
18744,18/03/2025,20:23,6,88,1,137.5,Tarjeta 
18745,14/02/2026,15:26,3,30,1,53.2,efectivo
18746,2025-09-25,08:27,1,40,1,58.0,efectivo
18747,2025-05-07,07:34,1,65,1,48.0,tarjeta
18748,2025-10-05,10:13,1,28,3,108.0,Efectivo
18749,30/09/2025,08:59,3,19,3,96.9,EFECTIVO
18750,13/06/2025,19:59,4,37,2,104.0,efectivo
18751,2025-02-16,18:48,3,17,1,41.8,tarjeta
18752,2025-05-30,10:57,3,19,1,32.3,tarjeta
18753,2025-01-05,11:07,7,136,2,725.0,Efectivo
18754,2025-05-22,19:34,1,131,1,26.0,EFECTIVO
18755,2026-03-08,08:49,2,36,1,81.9,efectivo
18756,2025-12-18,12:55,3,122,1,33.25,Efectivo
18757,01/01/2025,10:58,2,109,1,39.9,tarjeta
18758,2025-12-29,18:49,8,28,1,39.6,Tarjeta 
18759,2025-02-19,18:45,8,121,2,127.6,EFECTIVO
18760,2026-03-31,17:34,2,36,3,245.7,Tarjeta
18761,2026-01-22,19:40,1,12,3,168.0,Tarjeta 
18762,2025-10-27,08:47,1,21,1,54.0,Tarjeta 
18763,2026-01-21,19:32,1,41,2,142.0,Tarjeta 
18764,2025-12-15,14:08,5,34,2,109.2,tarjeta
18765,2025-08-02,13:37,1,41,1,71.0,EFECTIVO
18766,21/01/2025,16:06,2,27,3,170.1,Monedero
18767,2026-03-19,09:46,1,76,1,18.0,Tarjeta 
18768,2024-12-06,18:10,1,1,2,68.0,efectivo
18769,2025-01-29,19:59,8,36,1,85.8,Tarjeta
18770,11/01/2026,09:01,2,64,3,226.8,Tarjeta 
18771,2025-06-15,19:22,6,19,1,37.4,efectivo
18772,30/05/2025,11:51,1,120,1,48.0,Tarjeta
18773,2025-02-06,15:33,6,35,1,71.5,efectivo
18774,2025-04-30,08:32,8,85,1,121.0,efectivo
18775,04/12/2025,08:33,2,23,1,50.4,Tarjeta 
18776,2024-12-24,07:14,1,110,1,45.0,Tarjeta
18777,2025-03-03,08:38,5,76,3,56.7,EFECTIVO
18778,2024-12-18,09:11,2,112,2,58.8,efectivo
18779,03/02/2025,09:24,6,4,3,118.8,App
18780,23/06/2025,14:14,7,25,1,49.3,Efectivo
18781,2025-10-16,20:21,2,13,1,37.8,Monedero
18782,2026-03-13,08:18,5,44,2,136.5,efectivo
18783,2026-01-31,14:00,5,52,3,173.25,tarjeta
18784,2025-09-28,16:42,8,20,2,96.8,App
18785,2025-10-08,18:28,7,30,1,81.2,Monedero
18786,2026-01-28,11:40,3,2,1,41.8,EFECTIVO
18787,2026-04-23,08:26,6,80,1,121.0,EFECTIVO
18788,2026-01-18,18:47,6,12,1,61.6,app
18789,2025-03-01,17:08,8,117,2,99.0,App
18790,2025-03-10,12:50,5,6,1,58.8,tarjeta
18791,25/01/2026,09:27,1,34,3,156.0,app
18792,2026-04-23,07:57,6,130,3,66.0,efectivo
18793,2025-11-04,17:46,8,76,3,59.4,Tarjeta
18794,06/12/2024,10:21,6,97,2,836.0,Tarjeta
18795,2025-06-01,20:29,2,26,2,92.4,App
18796,2026-03-24,17:32,7,50,3,282.75,App
18797,2026-05-18,13:32,7,5,3,200.1,Tarjeta 
18798,25/03/2026,14:27,7,20,1,63.8,Tarjeta
18799,2025-07-26,08:09,2,40,1,60.9,EFECTIVO
18800,2025-10-26,17:30,3,24,1,55.1,App
18801,27/03/2025,07:40,3,14,2,87.4,Monedero
18802,07/04/2025,07:28,2,83,1,99.75,Monedero
18803,2026-05-01,10:19,7,21,1,78.3,EFECTIVO
18804,2025-07-12,14:50,7,17,2,127.6,Tarjeta
18805,27/06/2025,13:17,3,2,1,41.8,Tarjeta
18806,2025-03-24,13:57,4,110,2,90.0,EFECTIVO
18807,2026-05-12,19:09,2,97,1,399.0,EFECTIVO
18808,2025-10-26,20:56,6,124,1,52.8,tarjeta
18809,2025-12-27,18:13,7,34,3,226.2,EFECTIVO
18810,2025-04-25,18:22,7,30,3,243.6,Efectivo
18811,2026-01-20,18:22,6,121,1,63.8,Tarjeta 
18812,2026-02-19,13:44,2,48,2,176.4,EFECTIVO
18813,2024-12-27,07:18,8,91,1,418.0,tarjeta
18814,2026-02-04,08:51,6,41,1,78.1,Tarjeta 
18815,2026-04-15,07:22,2,35,3,204.75,Tarjeta 
18816,2026-02-09,13:40,7,68,1,37.7,Tarjeta 
18817,2026-04-03,17:40,8,73,1,19.8,app
18818,28/12/2025,16:49,4,35,1,65.0,Tarjeta 
18819,2026-01-19,07:18,2,73,2,37.8,EFECTIVO
18820,2025-11-24,20:13,3,5,1,43.7,EFECTIVO
18821,2025-03-15,08:40,3,14,1,43.7,tarjeta
18822,2025-06-23,19:53,3,123,1,55.1,efectivo
18823,2025-10-27,11:27,5,139,3,$141.75,Tarjeta
18824,2025-11-13,09:12,5,20,1,46.2,tarjeta
18825,27/06/2025,09:22,4,128,1,26.0,Tarjeta 
18826,28/09/2025,16:58,5,75,1,27.3,efectivo
18827,25/05/2025,18:51,1,12,2,112.0,EFECTIVO
18828,2025-08-24,08:13,1,57,1,72.0,efectivo
18829,2026-04-10,09:43,5,31,1,57.75,Efectivo
18830,2025-12-09,10:48,8,22,1,41.8,Tarjeta 
18831,2025-01-26,14:11,7,11,1,66.7,Efectivo
18832,2025-08-31,20:22,6,36,3,257.4,Tarjeta
18833,2025-09-21,11:34,6,70,1,41.8,tarjeta
18834,2026-03-01,18:49,7,117,2,130.5,EFECTIVO
18835,2026-02-11,15:33,5,24,2,121.8,Efectivo
18836,03/03/2025,11:54,7,9,1,84.1,EFECTIVO
18837,2025-11-02,16:42,6,34,3,171.6,Efectivo
18838,2025-12-09,20:44,6,10,2,79.2,Monedero
18839,24/09/2025,16:36,7,2,3,191.4,efectivo
18840,2025-08-17,09:37,1,81,2,144.0,Tarjeta 
18841,26/12/2024,11:57,4,37,1,52.0,Tarjeta 
18842,2025-12-01,07:42,8,132,1,528.0,EFECTIVO
18843,21/12/2024,16:07,7,35,2,188.5,Tarjeta 
18844,2026-02-02,16:07,7,125,1,69.6,EFECTIVO
18845,2026-05-11,09:09,2,58,1,50.4,EFECTIVO
18846,2025-02-20,09:19,8,109,2,83.6,efectivo
18847,2026-05-09,09:47,2,130,1,21.0,Tarjeta 
18848,2025-11-06,20:19,5,13,1,37.8,Tarjeta 
18849,12/01/2025,16:28,5,126,3,63.0,efectivo
18850,2025-06-14,09:50,3,136,2,475.0,tarjeta
18851,2026-03-16,08:01,2,113,1,47.25,EFECTIVO
18852,2025-07-08,19:14,2,58,3,151.2,Tarjeta 
18853,31/10/2025,07:34,3,12,2,106.4,efectivo
18854,22/01/2026,17:15,8,17,3,145.2,Tarjeta
18855,2025-11-27,11:48,3,33,2,153.9,Efectivo
18856,2026-05-08,19:59,2,83,1,99.75,EFECTIVO
18857,24/04/2026,11:33,3,130,1,19.0,App
18858,2025-12-04,08:25,5,60,1,65.1,Tarjeta
18859,2025-12-13,12:09,3,53,1,64.6,app
18860,2025-10-11,20:00,8,15,3,184.8,Tarjeta 
18861,2025-11-30,07:55,5,22,1,39.9,EFECTIVO
18862,2026-01-14,13:25,7,42,2,243.6,efectivo
18863,2025-10-08,07:08,8,35,1,71.5,Efectivo
18864,2025-07-27,09:42,8,84,3,363.0,Tarjeta 
18865,06/10/2025,08:55,3,24,3,165.3,efectivo
18866,2025-09-19,16:15,6,130,1,22.0,EFECTIVO
18867,2025-12-06,08:10,2,40,3,182.7,app
18868,2025-12-07,17:08,3,26,1,41.8,Tarjeta
18869,2026-03-12,19:10,2,54,2,170.1,Efectivo
18870,2026-05-19,16:27,4,48,3,252.0,efectivo
18871,2024-12-31,18:36,5,52,1,57.75,EFECTIVO
18872,24/01/2025,09:51,2,21,3,170.1,Tarjeta 
18873,2025-09-28,11:35,6,46,1,63.8,app
18874,02/08/2025,18:20,3,20,3,125.4,tarjeta
18875,2025-05-01,21:30,7,67,1,31.9,tarjeta
18876,2025-06-26,16:36,7,20,1,63.8,Tarjeta 
18877,2026-05-04,07:21,5,36,1,81.9,Tarjeta 
18878,2025-08-28,08:35,7,55,1,69.6,Efectivo
18879,2024-12-10,19:41,3,16,2,64.6,Monedero
18880,20/11/2025,13:59,4,40,1,58.0,EFECTIVO
18881,2025-12-23,18:07,7,42,2,243.6,efectivo
18882,2026-02-06,12:36,8,131,3,85.8,EFECTIVO
18883,17/04/2026,08:31,3,26,3,125.4,EFECTIVO
18884,2025-04-13,08:54,8,38,1,71.5,Tarjeta
18885,2025-11-15,11:03,7,112,3,,Efectivo
18886,2025-08-13,17:42,5,8,1,50.4,Efectivo
18887,2026-01-30,12:06,3,2,1,41.8,App
18888,15/11/2025,07:07,8,27,1,59.4,tarjeta
18889,18/09/2025,19:51,7,88,1,181.25,tarjeta
18890,2025-06-26,11:45,6,52,1,60.5,Efectivo
18891,2025-12-14,20:43,1,74,3,54.0,Efectivo
18892,2025-01-08,09:28,2,64,2,151.2,EFECTIVO
18893,03/02/2025,21:50,8,31,1,60.5,EFECTIVO
18894,2025-10-08,10:05,8,68,2,57.2,efectivo
18895,18/05/2026,10:44,2,7,2,79.8,Efectivo
18896,2026-03-08,20:21,8,15,3,184.8,tarjeta
18897,08/11/2025,07:22,4,106,1,420.0,EFECTIVO
18898,10/01/2025,21:10,1,74,1,18.0,EFECTIVO
18899,2026-02-06,08:11,6,122,2,77.0,Efectivo
18900,2025-06-05,16:52,3,84,2,209.0,App
18901,2025-05-29,18:59,5,55,2,100.8,efectivo
18902,2025-05-28,09:13,1,4,2,72.0,Tarjeta 
18903,2026-01-12,11:33,2,28,1,37.8,Tarjeta 
18904,2025-03-14,08:27,8,1,1,74.8,Efectivo
18905,2025-08-31,17:59,5,9,1,60.9,efectivo
18906,10/04/2026,09:05,6,61,3,237.6,Monedero
18907,20/03/2025,14:12,7,86,3,413.25,EFECTIVO
18908,2025-07-15,18:37,4,69,3,66.0,Tarjeta
18909,2025-11-26,13:45,2,64,1,75.6,app
18910,19/12/2024,20:59,6,132,3,1584.0,App
18911,2025-02-24,09:07,7,49,1,75.4,Tarjeta 
18912,2024-12-22,08:34,3,74,2,34.2,Tarjeta 
18913,20/04/2026,19:29,7,11,1,66.7,App
18914,2025-06-01,21:38,6,31,2,121.0,Tarjeta
18915,2025-08-07,16:35,5,39,1,81.9,tarjeta
18916,2025-12-10,21:58,2,104,3,,tarjeta
18917,2025-06-16,07:14,5,6,2,117.6,App
18918,2025-10-11,07:56,8,52,1,60.5,efectivo
18919,12/02/2026,19:57,2,9,1,60.9,Tarjeta 
18920,2026-04-07,07:14,2,1,1,35.7,EFECTIVO
18921,02/10/2025,17:38,3,4,2,68.4,App
18922,2025-12-30,09:39,4,15,1,56.0,Tarjeta 
18923,08/01/2025,07:18,7,116,1,79.75,Efectivo
18924,2025-11-23,18:31,1,20,1,44.0,EFECTIVO
18925,2026-01-18,10:13,7,2,3,191.4,Monedero
18926,02/04/2026,14:10,8,69,1,24.2,Tarjeta 
18927,2024-12-17,14:45,7,28,1,52.2,efectivo
18928,2025-01-21,08:36,3,31,2,104.5,Monedero
18929,2025-02-03,18:49,3,12,1,53.2,tarjeta
18930,06/05/2025,19:51,3,61,2,136.8,Efectivo
18931,22/05/2025,10:14,3,26,2,$83.60,app
18932,2025-12-27,14:24,8,79,1,137.5,Tarjeta 
18933,2025-02-24,17:21,3,79,2,237.5,tarjeta
18934,2026-01-06,15:08,2,41,1,74.55,EFECTIVO
18935,15/05/2025,09:27,2,2,1,46.2,Tarjeta
18936,21/12/2024,15:56,7,23,2,139.2,Efectivo
18937,23/07/2025,17:36,7,21,1,78.3,Tarjeta 
18938,2026-03-14,14:13,3,41,1,67.45,app
18939,28/08/2025,21:41,8,49,2,114.4,efectivo
18940,2026-01-18,17:33,8,59,2,121.0,Tarjeta
18941,2025-09-01,14:17,7,13,1,52.2,efectivo
18942,2025-02-03,07:24,2,14,1,48.3,app
18943,2026-02-01,07:52,4,64,3,216.0,EFECTIVO
18944,2026-02-27,08:30,3,42,3,239.4,EFECTIVO
18945,2025-09-27,18:52,3,63,2,117.8,App
18946,2025-06-19,18:21,8,28,3,118.8,efectivo
18947,2026-04-27,08:58,4,19,1,34.0,Efectivo
18948,2025-11-16,09:59,3,79,3,356.25,EFECTIVO
18949,2026-05-09,19:35,5,50,3,204.75,App
18950,23/12/2025,17:12,5,57,1,75.6,app
18951,24/02/2026,21:03,1,16,3,102.0,tarjeta
18952,2026-04-27,09:39,6,91,1,418.0,efectivo
18953,2026-01-22,07:22,2,30,1,58.8,Efectivo
18954,2025-11-21,11:11,1,24,1,58.0,efectivo
18955,27/01/2025,09:09,6,43,1,57.2,Efectivo
18956,2026-02-02,21:12,1,12,3,168.0,app
18957,10/06/2025,17:22,5,44,2,136.5,Efectivo
18958,2025-02-01,11:59,7,118,1,69.6,App
18959,2025-10-05,10:04,5,11,1,48.3,app
18960,2024-12-27,14:37,6,61,3,237.6,efectivo
18961,2025-11-07,09:39,5,42,2,176.4,efectivo
18962,22/03/2026,17:50,8,29,3,151.8,Efectivo
18963,2026-01-24,07:46,1,6,1,56.0,App
18964,2025-12-22,15:03,2,52,3,173.25,tarjeta
18965,2025-04-01,10:29,7,58,1,69.6,Monedero
18966,2026-02-20,09:31,2,70,3,119.7,efectivo
18967,2025-04-21,07:09,5,44,1,68.25,Tarjeta
18968,2025-05-07,11:58,1,127,2,52.0,tarjeta
18969,28/12/2024,10:47,3,88,1,118.75,Tarjeta 
18970,2025-02-07,08:13,7,22,1,55.1,efectivo
18971,2025-09-06,08:43,5,26,1,46.2,App
18972,2025-01-26,16:33,5,142,3,163.8,Efectivo
18973,2025-02-19,13:39,3,74,2,34.2,Tarjeta
18974,2025-04-05,11:11,6,127,1,28.6,efectivo
18975,2026-01-28,12:19,1,17,2,88.0,efectivo
18976,22/02/2025,10:59,8,19,2,74.8,EFECTIVO
18977,2025-06-30,20:19,6,88,3,412.5,Tarjeta
18978,14/12/2024,08:59,1,75,1,26.0,efectivo
18979,15/12/2025,21:55,2,6,1,58.8,Tarjeta
18980,2026-02-05,20:41,7,36,1,113.1,EFECTIVO
18981,2025-03-07,18:44,3,42,2,159.6,Monedero
18982,2026-05-17,08:24,1,3,1,54.0,App
18983,2026-04-29,09:52,8,86,1,104.5,tarjeta
18984,2025-03-20,18:24,8,128,3,85.8,Monedero
18985,2025-09-29,18:32,7,8,1,69.6,EFECTIVO
18986,2025-10-29,18:57,6,37,1,57.2,app
18987,2025-05-05,16:12,3,113,1,42.75,Efectivo
18988,2026-05-15,15:35,5,37,2,109.2,Tarjeta 
18989,04/09/2025,19:31,8,116,1,60.5,Efectivo
18990,2025-12-07,16:19,2,130,2,42.0,tarjeta
18991,2026-04-12,11:00,8,119,1,74.8,EFECTIVO
18992,2026-02-07,20:18,3,125,1,45.6,tarjeta
18993,2025-11-30,07:18,2,16,1,35.7,Tarjeta 
18994,2025-09-20,13:10,6,129,2,44.0,EFECTIVO
18995,14/10/2025,17:02,3,37,2,98.8,Tarjeta 
18996,2025-12-31,09:22,5,54,2,170.1,EFECTIVO
18997,02/07/2025,10:20,3,29,3,131.1,Tarjeta
18998,2025-10-06,17:12,3,60,1,58.9,tarjeta
18999,28/12/2025,07:26,5,137,2,252.0,Efectivo
19000,2025-02-26,08:08,7,41,2,205.9,tarjeta
19001,2025-05-07,19:48,2,76,1,18.9,app
19002,08/08/2025,21:59,2,3,1,56.7,efectivo
19003,06/02/2026,16:48,1,25,2,68.0,EFECTIVO
19004,2026-02-17,18:58,2,42,1,88.2,efectivo
19005,2025-03-29,17:52,4,30,1,56.0,Monedero
19006,2025-12-16,09:21,3,35,3,185.25,Efectivo
19007,2024-12-22,09:46,5,5,1,48.3,Tarjeta
19008,2026-02-10,07:36,5,6,2,117.6,App
19009,2025-12-02,09:35,1,16,2,68.0,EFECTIVO
19010,2024-12-16,12:26,8,82,2,275.0,Efectivo
19011,2026-03-01,20:26,6,64,2,158.4,App
19012,2025-10-03,09:52,3,80,2,209.0,Tarjeta
19013,2025-08-01,09:39,8,53,1,74.8,Efectivo
19014,22/12/2025,09:04,6,19,2,74.8,Tarjeta 
19015,2026-04-02,16:52,2,29,3,144.9,Efectivo
19016,25/09/2025,08:46,2,123,3,182.7,efectivo
19017,2025-09-30,08:25,1,69,2,44.0,Tarjeta
19018,2025-12-09,17:31,2,117,2,94.5,Tarjeta 
19019,2025-12-12,14:33,5,26,1,46.2,tarjeta
19020,2025-05-01,19:01,5,49,1,54.6,Tarjeta 
19021,2026-01-12,14:23,2,46,1,60.9,tarjeta
19022,2025-02-23,11:26,1,19,1,34.0,Tarjeta 
19023,2025-01-12,10:01,8,6,1,61.6,efectivo
19024,2026-04-22,17:46,2,21,2,113.4,Monedero
19025,2025-09-21,08:08,2,74,3,56.7,tarjeta
19026,2025-09-17,14:18,8,50,3,214.5,Tarjeta
19027,13/03/2025,21:16,2,20,2,92.4,efectivo
19028,2025-04-23,20:19,7,3,1,78.3,Efectivo
19029,2025-07-21,14:29,4,27,2,108.0,Tarjeta 
19030,2026-01-03,17:33,2,30,1,58.8,Tarjeta
19031,2024-12-29,14:37,1,54,3,243.0,efectivo
19032,15/12/2025,19:48,6,14,3,151.8,efectivo
19033,2025-11-30,10:03,2,42,1,88.2,App
19034,2025-10-09,10:33,6,13,1,39.6,Efectivo
19035,29/07/2025,13:57,0,86,3,270.75,efectivo
19036,2025-07-07,07:19,6,64,2,158.4,efectivo
19037,2025-12-05,17:13,6,69,1,24.2,Tarjeta 
19038,17/09/2025,09:20,7,55,3,,efectivo
19039,11/01/2026,17:34,3,53,1,64.6,Tarjeta 
19040,2026-01-12,18:42,2,105,1,304.5,EFECTIVO
19041,2025-11-14,18:32,2,37,2,109.2,Tarjeta 
19042,2025-03-06,10:56,1,25,2,68.0,app
19043,2024-12-18,21:36,8,41,2,156.2,app
19044,26/10/2025,09:08,6,12,3,184.8,Tarjeta
19045,2025-02-03,12:42,5,30,3,176.4,efectivo
19046,2026-03-13,13:46,7,3,1,78.3,efectivo
19047,2025-07-09,21:08,2,7,1,39.9,Tarjeta 
19048,2025-01-05,20:13,8,28,3,118.8,Tarjeta
19049,2026-01-27,11:15,7,42,3,365.4,Efectivo
19050,2025-02-15,08:21,5,42,1,88.2,Tarjeta 
19051,2025-09-19,07:27,4,35,1,65.0,EFECTIVO
19052,2025-12-28,18:46,3,8,1,45.6,Efectivo
19053,2025-12-28,09:18,1,10,2,72.0,tarjeta
19054,2025-10-16,17:56,5,31,3,173.25,Efectivo
19055,2026-01-27,11:30,1,36,1,78.0,efectivo
19056,2025-08-08,07:09,6,62,3,237.6,EFECTIVO
19057,2025-09-15,18:31,7,125,3,208.8,efectivo
19058,2025-10-30,11:55,3,13,1,34.2,Tarjeta 
19059,2025-11-29,19:47,5,68,2,54.6,efectivo
19060,2026-03-08,18:20,1,46,1,58.0,EFECTIVO
19061,2025-06-03,16:03,1,15,1,56.0,Tarjeta 
19062,21/03/2026,10:59,5,42,3,264.6,App
19063,2026-01-10,09:59,5,125,3,151.2,tarjeta
19064,2025-05-13,08:45,2,68,3,81.9,Tarjeta 
19065,2025-08-28,15:12,5,122,3,110.25,Efectivo
19066,2026-01-11,13:11,5,78,3,56.7,tarjeta
19067,13/01/2025,19:31,3,5,2,87.4,Tarjeta
19068,2026-03-03,12:26,1,36,3,234.0,EFECTIVO
19069,2025-06-10,09:02,3,116,2,104.5,Efectivo
19070,2026-05-29,08:46,7,55,2,139.2,Tarjeta
19071,2025-05-21,08:21,2,18,2,113.4,Tarjeta
19072,2025-10-16,14:10,3,43,3,148.2,Tarjeta
19073,23/05/2026,12:48,2,53,2,142.8,efectivo
19074,14/05/2025,12:22,8,96,2,462.0,EFECTIVO
19075,18/04/2026,12:59,2,53,3,214.2,Tarjeta
19076,12/12/2025,16:31,4,4,1,36.0,Monedero
19077,02/09/2025,07:07,6,26,1,48.4,Tarjeta 
19078,2025-02-28,07:20,5,45,1,81.9,Tarjeta
19079,2025-03-21,17:52,7,38,2,188.5,tarjeta
19080,2026-01-28,09:01,1,59,3,165.0,EFECTIVO
19081,2025-04-10,19:53,8,71,1,28.6,EFECTIVO
19082,01/06/2025,11:05,8,12,1,61.6,App
19083,10/05/2025,09:54,7,4,3,156.6,Tarjeta 
19084,24/02/2025,10:04,1,109,1,38.0,tarjeta
19085,2025-06-09,07:31,8,67,3,72.6,App
19086,2025-11-12,18:00,1,25,2,68.0,Efectivo
19087,2025-07-15,07:33,7,33,3,352.35,Monedero
19088,28/01/2026,09:53,2,29,1,48.3,Efectivo
19089,2025-12-09,17:14,1,144,2,120.0,Efectivo
19090,21/06/2025,20:28,1,40,1,58.0,Efectivo
19091,2025-08-12,12:54,8,57,1,79.2,Tarjeta
19092,2024-12-11,10:04,2,64,1,75.6,EFECTIVO
19093,18/01/2026,16:50,7,122,2,101.5,EFECTIVO
19094,2025-04-20,18:37,5,64,3,226.8,tarjeta
19095,2026-01-10,17:57,1,64,1,72.0,Efectivo
19096,04/09/2025,08:52,6,51,3,257.4,app
19097,2025-06-12,20:38,6,109,3,125.4,Efectivo
19098,27/02/2026,19:16,7,30,2,162.4,tarjeta
19099,2025-11-06,09:59,8,28,3,118.8,efectivo
19100,18/04/2025,19:45,8,4,1,39.6,EFECTIVO
19101,2026-03-20,08:19,2,56,1,57.75,Efectivo
19102,2025-02-19,07:43,0,33,1,85.05,tarjeta
19103,07/02/2026,18:46,5,69,1,23.1,Tarjeta 
19104,2025-02-23,19:14,3,61,3,205.2,efectivo
19105,2025-04-25,15:02,3,131,2,49.4,tarjeta
19106,2026-02-16,12:54,3,9,3,165.3,Tarjeta 
19107,2025-03-19,21:12,3,73,3,51.3,Tarjeta
19108,2025-12-07,10:12,5,26,2,92.4,tarjeta
19109,01/02/2025,14:12,2,99,1,220.5,Tarjeta 
19110,07/11/2025,09:02,8,126,2,44.0,Tarjeta 
19111,2025-02-18,11:22,2,58,1,50.4,app
19112,2025-06-14,21:25,2,11,1,48.3,app
19113,2026-01-31,10:24,5,96,2,441.0,efectivo
19114,2025-07-10,19:44,8,24,1,63.8,app
19115,2025-02-16,09:30,1,86,1,95.0,App
19116,2026-02-15,13:45,7,23,3,208.8,EFECTIVO
19117,07/03/2026,19:04,3,111,1,30.4,Monedero
19118,2025-11-25,17:47,5,72,2,37.8,EFECTIVO
19119,2026-03-02,18:28,3,51,3,222.3,App
19120,30/12/2025,20:57,3,106,1,399.0,efectivo
19121,2025-12-30,13:55,1,12,1,56.0,efectivo
19122,2025-03-01,10:05,4,91,1,380.0,Efectivo
19123,2026-02-23,07:15,4,2,2,88.0,tarjeta
19124,2025-07-14,09:55,2,12,1,58.8,efectivo
19125,2026-01-30,10:05,3,51,1,74.1,tarjeta
19126,2025-03-12,14:27,2,44,3,204.75,EFECTIVO
19127,2025-08-17,09:54,2,21,3,170.1,Efectivo
19128,02/03/2026,08:42,7,21,2,156.6,Tarjeta 
19129,2026-05-14,17:38,2,31,3,173.25,App
19130,2025-11-10,10:30,4,21,3,162.0,app
19131,28/04/2025,20:15,2,66,1,75.6,efectivo
19132,2025-10-06,08:22,8,63,2,136.4,Efectivo
19133,09/05/2026,08:55,3,137,1,114.0,App
19134,2025-09-06,15:54,1,67,2,44.0,Tarjeta
19135,2025-03-30,14:20,6,35,1,71.5,Tarjeta 
19136,2025-01-20,10:49,5,64,3,226.8,Tarjeta
19137,2025-01-16,16:34,5,9,1,60.9,EFECTIVO
19138,2025-10-10,07:41,1,7,3,114.0,Monedero
19139,08/05/2026,19:45,6,3,1,59.4,Monedero
19140,2025-01-22,12:46,1,142,1,52.0,efectivo
19141,2024-12-30,08:31,8,8,1,52.8,Efectivo
19142,2025-06-11,19:53,3,122,1,33.25,tarjeta
19143,13/03/2025,15:48,2,5,2,96.6,Monedero
19144,19/08/2025,08:43,5,76,3,56.7,Monedero
19145,2025-07-30,18:42,1,76,1,18.0,tarjeta
19146,2025-12-14,18:17,4,29,2,92.0,efectivo
19147,2026-01-02,09:57,5,37,1,54.6,Tarjeta
19148,23/08/2025,09:36,1,94,1,380.0,tarjeta
19149,2025-06-14,21:29,1,26,2,88.0,Tarjeta 
19150,2025-03-23,16:13,6,54,1,89.1,app
19151,2026-01-02,17:16,5,9,1,60.9,Tarjeta 
19152,2026-02-10,12:44,6,66,1,79.2,Monedero
19153,2025-08-15,17:55,5,53,1,71.4,Tarjeta 
19154,2025-01-06,09:55,2,33,1,85.05,EFECTIVO
19155,2026-03-07,10:37,6,44,1,71.5,Tarjeta
19156,20/11/2025,19:22,2,12,2,117.6,App
19157,2025-10-14,16:01,1,44,1,65.0,efectivo
19158,2026-05-10,09:20,2,92,3,378.0,efectivo
19159,2025-06-12,10:11,3,54,1,76.95,app
19160,19/03/2025,07:05,5,16,1,35.7,tarjeta
19161,2026-05-19,17:17,5,36,1,81.9,Tarjeta 
19162,10/08/2025,20:44,5,76,2,37.8,App
19163,2025-04-26,12:43,3,5,1,43.7,EFECTIVO
19164,2025-08-08,09:30,7,117,1,65.25,efectivo
19165,2026-05-08,08:28,7,58,2,139.2,tarjeta
19166,2026-04-01,12:56,5,70,2,79.8,Tarjeta 
19167,2025-11-27,13:10,5,55,1,50.4,Efectivo
19168,2025-02-25,19:39,6,98,2,264.0,Tarjeta 
19169,2025-04-18,08:36,2,117,1,47.25,Tarjeta 
19170,2025-05-25,17:05,1,56,3,165.0,tarjeta
19171,2026-03-22,11:41,5,5,3,144.9,Tarjeta 
19172,30/01/2025,07:06,1,108,2,110.0,Efectivo
19173,04/04/2026,09:00,2,7,1,39.9,efectivo
19174,24/12/2025,21:25,5,22,2,79.8,Efectivo
