cliente_id,recencia_dias,total_gastado,antiguedad_dias,edad,cluster
2231,393.0,1760.69,1145,61,1
2232,10.0,46.33,10,18,0
2233,36.0,541.72,42,31,0
2234,369.0,475.21,762,48,1
2235,45.0,502.18,523,32,0
2236,348.0,3100.8,641,33,1
2237,214.0,1407.86,1153,61,1
2238,488.0,1588.98,1424,44,1
2239,9.0,233.12,20,40,0
2240,374.0,723.19,1137,31,1
2241,35.0,544.0,711,23,0
2242,12.0,88.14,1168,27,2
2243,11.0,3550.05,1277,37,2
2245,1.0,5760.38,628,50,2
2246,188.0,2739.67,1289,60,1
2247,71.0,233.0,703,38,2
2248,117.0,691.15,194,28,0
2249,4.0,15283.23,612,47,3
2250,67.0,652.14,303,23,0
2251,63.0,775.98,189,34,0
2252,286.0,1404.1,928,39,1
2253,48.0,182.01,117,55,2
2254,476.0,3697.14,1083,55,1
2256,437.0,3802.0,1110,40,1
2257,11.0,418.64,22,28,0
2258,316.0,2431.42,968,49,1
2259,12.0,4780.35,579,49,2
2260,3.0,249.67,40,23,0
2261,90.0,526.27,1036,34,2
2262,280.0,3065.94,980,54,1
2263,15.0,4070.81,1128,55,2
2264,3.0,533.86,10,33,0
2265,0.0,366.1,49,35,0
2266,5.0,52.79,5,22,0
2267,22.0,168.11,1080,34,2
2268,478.0,1386.77,1376,30,1
2269,14.0,766.21,638,38,2
2270,410.0,748.86,1377,43,1
2271,25.0,2525.68,837,39,2
2272,25.0,7691.32,597,41,3
2273,4.0,13271.2,1142,31,3
2274,309.0,1476.25,598,26,1
2275,7.0,75.94,1172,51,2
2276,21.0,363.34,369,53,2
2277,5.0,9280.84,1181,29,3
2278,399.0,3827.98,986,34,1
2279,111.0,1192.48,566,19,0
2280,6.0,9120.34,812,57,3
2281,25.0,15043.73,1284,33,3
2282,3.0,259.35,11,24,0
2283,91.0,769.56,91,35,0
2284,19.0,12133.59,951,32,3
2285,463.0,2328.46,1031,38,1
2286,356.0,1805.23,1049,39,1
2287,287.0,724.72,914,28,1
2288,422.0,2385.86,1483,65,1
2289,53.0,278.54,621,37,2
2290,8.0,156.95,48,31,0
2291,12.0,4078.87,1034,36,2
2292,344.0,3278.45,417,23,1
2293,62.0,61.86,944,43,2
2294,15.0,4327.03,1269,32,2
2295,150.0,3827.02,989,39,2
2296,7.0,2863.65,1198,51,2
2297,10.0,249.47,10,37,0
2298,10.0,9168.57,1234,44,3
2299,412.0,2656.71,1380,26,1
2300,87.0,756.62,912,45,2
2301,6.0,32.93,49,36,0
2302,117.0,73.01,615,25,0
2303,488.0,2485.73,1078,59,1
2305,4.0,597.03,33,38,0
2306,1.0,74.06,49,36,0
2307,25.0,11372.92,916,40,3
2308,102.0,990.77,837,37,2
2309,387.0,915.98,1226,48,1
2310,249.0,1593.73,667,31,1
2311,382.0,3988.1,1137,61,1
2312,38.0,582.48,1141,39,2
2314,54.0,370.23,716,35,2
2315,13.0,105.09,1032,49,2
2316,74.0,792.87,855,29,2
2317,48.0,1110.53,1045,51,2
2318,6.0,836.89,351,29,0
2319,204.0,1561.93,1339,56,1
2321,16.0,71.64,55,18,0
2323,230.0,570.12,1331,25,1
2324,252.0,3890.15,904,63,1
2325,54.0,1001.1,501,31,0
2326,89.0,427.72,1012,45,2
2327,236.0,1327.01,1174,28,1
2328,37.0,399.49,306,30,0
2329,114.0,861.82,830,48,2
2330,325.0,3343.67,425,38,1
2331,156.0,1593.97,854,45,2
2332,54.0,1044.28,338,29,0
2333,17.0,11075.12,1051,37,3
2334,19.0,4183.99,429,28,0
2336,120.0,722.29,375,55,2
2337,47.0,242.09,612,55,2
2338,360.0,1907.28,825,48,1
2339,376.0,753.07,459,29,1
2340,88.0,356.5,628,51,2
2341,21.0,459.15,714,30,2
2342,62.0,1131.11,62,41,0
2345,15.0,14298.37,1242,52,3
2346,110.0,400.84,906,32,2
2347,23.0,2536.81,336,56,2
2348,29.0,459.81,30,24,0
2349,98.0,1184.73,189,21,0
2350,111.0,72.72,1059,51,2
2351,377.0,3577.04,749,43,1
2352,102.0,1067.65,1065,29,2
2353,12.0,2849.23,1262,50,2
2354,37.0,170.18,1009,55,2
2355,489.0,2370.01,924,26,1
2356,61.0,361.59,64,33,0
2357,8.0,11662.18,1154,33,3
2358,388.0,2741.0,452,42,1
2359,11.0,4575.92,736,38,2
2360,34.0,178.33,167,42,0
2361,336.0,2990.6,1279,28,1
2362,77.0,1174.64,535,23,0
2363,457.0,1166.05,1482,49,1
2364,43.0,1107.16,1006,29,2
2365,23.0,13810.16,413,49,3
2366,43.0,893.7,574,49,2
2367,68.0,91.81,884,51,2
2368,15.0,900.89,578,39,2
2369,16.0,11740.89,578,32,3
2370,82.0,904.5,793,52,2
2371,11.0,11262.66,1330,57,3
2372,9.0,5586.1,755,58,3
2373,98.0,390.16,811,35,2
2374,15.0,5428.3,724,44,2
2375,43.0,800.93,118,51,0
2376,120.0,550.57,806,41,2
2377,24.0,8877.19,716,52,3
2378,167.0,1739.49,1389,22,2
2379,161.0,3335.44,768,61,2
2380,1.0,7600.87,496,50,3
2381,1.0,12078.42,489,34,3
2382,74.0,1032.22,793,19,0
2383,24.0,3782.16,1150,34,2
2384,60.0,662.74,1012,27,2
2385,14.0,475.99,14,20,0
2386,12.0,10532.75,936,43,3
2387,414.0,3583.58,1139,62,1
2389,17.0,14186.49,614,51,3
2390,17.0,491.91,17,32,0
2391,221.0,3496.53,748,30,2
2392,241.0,2833.77,837,28,1
2393,347.0,2690.57,854,49,1
2394,42.0,1099.81,741,42,2
2396,19.0,7393.4,574,33,3
2397,13.0,468.0,13,30,0
2398,213.0,2986.22,1096,33,1
2399,117.0,1100.12,609,30,2
2400,81.0,654.97,524,31,0
2401,98.0,931.09,413,36,0
2402,58.0,1153.98,727,40,2
2403,11.0,14249.86,839,38,3
2404,7.0,5095.35,430,41,2
2405,442.0,1254.67,1493,50,1
2406,113.0,311.64,520,24,0
2407,17.0,358.22,630,37,2
2408,18.0,4609.96,1233,53,2
2410,90.0,995.55,579,51,2
2411,18.0,597.22,30,31,0
2412,13.0,526.97,13,34,0
2413,20.0,6366.02,771,52,3
2414,93.0,949.59,323,43,2
2415,44.0,184.28,333,47,2
2416,190.0,2617.39,890,54,1
2417,40.0,229.9,1098,36,2
2418,25.0,9080.28,683,33,3
2419,17.0,678.7,907,22,2
2420,54.0,1177.82,1090,29,2
2421,267.0,531.51,437,52,1
2422,3.0,561.92,46,23,0
2423,64.0,224.32,796,39,2
2424,448.0,2132.03,685,52,1
2425,11.0,691.82,466,54,2
2426,491.0,1980.54,628,54,1
2427,298.0,2544.56,673,59,1
2429,6.0,464.33,6,39,0
2430,4.0,11390.25,1102,52,3
2431,15.0,12265.96,359,28,3
2433,100.0,728.86,1189,54,2
2434,18.0,473.67,26,21,0
2435,109.0,941.01,628,51,2
2436,6.0,8081.43,1293,56,3
2437,57.0,700.56,76,38,0
2438,24.0,6865.71,862,56,3
2439,15.0,512.1,410,24,0
2440,21.0,9997.19,373,38,3
2441,421.0,3250.31,1254,55,1
2442,265.0,2195.95,1359,24,1
2443,11.0,12824.14,1192,41,3
2444,272.0,1978.36,1116,38,1
2445,23.0,9823.35,356,29,3
2446,10.0,592.43,19,31,0
2447,16.0,5736.65,1155,46,2
2448,82.0,909.06,471,27,0
2449,18.0,8314.53,772,45,3
2450,16.0,11095.22,524,29,3
2451,323.0,1899.07,1490,62,1
2452,23.0,12983.41,1229,51,3
2454,20.0,5041.77,1048,33,2
2455,108.0,909.52,693,35,2
2456,10.0,298.53,37,35,0
2457,3.0,12604.16,1160,36,3
2458,437.0,1036.67,574,33,1
2459,40.0,194.33,246,53,2
2460,18.0,10448.01,698,47,3
2461,3.0,78.49,16,39,0
2462,329.0,2014.29,1208,54,1
2463,77.0,427.19,99,53,2
2464,3.0,198.15,3,38,0
2465,445.0,1500.38,764,56,1
2466,58.0,1178.66,558,34,2
2467,203.0,2326.32,975,39,2
2468,483.0,1548.82,777,32,1
2469,297.0,2131.84,794,64,1
2470,33.0,504.27,1111,26,2
2471,69.0,116.84,303,34,0
2472,3.0,4992.81,959,46,2
2473,0.0,8093.71,538,43,3
2474,11.0,206.05,566,49,2
2475,60.0,1019.19,1146,43,2
2476,88.0,95.86,1037,48,2
2477,331.0,521.95,1406,32,1
2478,7.0,12563.68,1096,32,3
2479,120.0,927.57,965,33,2
2480,5.0,9223.01,629,53,3
2481,64.0,256.95,1050,42,2
2482,25.0,3562.22,1179,40,2
2483,75.0,681.38,997,45,2
2484,54.0,130.8,186,27,0
2485,2.0,11475.52,336,56,3
2486,62.0,1000.4,530,28,0
2487,467.0,2549.57,1138,31,1
2488,12.0,15052.85,1137,35,3
2489,404.0,974.58,1018,46,1
2490,10.0,15714.6,645,46,3
2491,32.0,1074.47,462,43,2
2492,39.0,626.06,437,46,2
2493,76.0,938.12,90,23,0
2494,82.0,278.82,110,35,0
2495,405.0,3565.64,714,46,1
2496,15.0,270.47,23,32,0
2497,48.0,810.67,800,50,2
2498,87.0,610.94,348,51,2
2499,24.0,489.21,24,30,0
2500,442.0,1326.78,853,60,1
2501,20.0,205.05,20,21,0
2502,0.0,386.78,24,26,0
2503,416.0,1415.11,1338,58,1
2504,75.0,488.35,492,27,0
2505,31.0,371.7,369,40,0
2506,57.0,208.55,953,26,2
2507,20.0,818.9,128,32,0
2508,97.0,85.77,977,19,2
2509,82.0,670.47,1188,20,2
2510,1.0,14253.22,455,54,3
2511,0.0,179.22,47,26,0
2512,274.0,3374.1,414,43,1
2513,4.0,200.49,39,32,0
2515,18.0,13776.51,1040,58,3
2517,345.0,2991.27,1025,49,1
2518,306.0,717.03,762,38,1
2519,49.0,241.43,1021,30,2
2520,20.0,2907.19,813,31,2
2521,101.0,959.98,667,19,0
2522,67.0,112.61,622,39,2
2524,290.0,2378.52,955,45,1
2525,3.0,319.2,25,31,0
2526,362.0,1976.86,475,52,1
2527,21.0,440.71,1002,50,2
2528,8.0,15822.6,1354,42,3
2529,67.0,490.37,503,19,0
2530,90.0,67.39,333,32,0
2531,7.0,231.54,35,30,0
2532,25.0,13305.56,1330,55,3
2533,308.0,3619.21,992,26,1
2534,298.0,2626.79,639,38,1
2535,69.0,170.01,284,54,2
2536,166.0,1816.21,1481,37,2
2537,8.0,2696.59,904,28,2
2538,310.0,3401.99,1009,24,1
2539,157.0,1379.6,741,29,2
2540,97.0,431.93,315,51,2
2541,108.0,441.96,757,25,2
2542,20.0,13037.06,562,56,3
2543,65.0,824.03,918,22,2
2544,57.0,348.0,271,47,2
2545,38.0,104.79,54,26,0
2546,54.0,132.5,201,25,0
2547,108.0,495.84,424,49,2
2548,207.0,2032.08,690,38,2
2549,6.0,300.34,49,25,0
2550,18.0,138.65,54,19,0
2551,90.0,999.8,935,39,2
2552,258.0,2954.45,1195,50,1
2553,36.0,945.85,850,37,2
2554,8.0,595.98,8,24,0
2555,38.0,906.84,308,40,0
2556,8.0,10955.1,839,38,3
2557,0.0,229.29,44,34,0
2558,22.0,4655.54,749,49,2
2559,86.0,133.11,1065,52,2
2560,172.0,1482.78,1197,28,2
2561,2.0,15694.6,1113,60,3
2563,277.0,729.46,1358,23,1
2564,389.0,850.98,1457,38,1
2565,28.0,653.12,1176,53,2
2566,33.0,811.42,1162,22,2
2567,419.0,642.55,419,33,1
2568,356.0,3695.02,620,23,1
2569,18.0,12291.28,1125,48,3
2570,40.0,699.69,534,33,0
2571,0.0,11977.47,1034,50,3
2572,160.0,3839.96,1082,65,1
2573,498.0,3229.45,1130,32,1
2574,343.0,1548.98,479,64,1
2575,76.0,677.33,1048,22,2
2576,3.0,7459.84,1130,41,3
2577,18.0,29.92,18,24,0
2578,77.0,909.58,1132,30,2
2579,0.0,3152.53,500,52,2
2580,42.0,69.68,618,37,2
2582,399.0,753.96,1118,37,1
2583,103.0,529.66,520,26,0
2584,86.0,474.05,433,52,2
2585,83.0,217.06,940,43,2
2586,107.0,267.88,966,40,2
2587,79.0,289.85,796,25,2
2589,10.0,120.65,24,40,0
2591,14.0,14756.02,1290,45,3
2592,285.0,617.22,507,52,1
2593,27.0,393.24,1094,43,2
2594,248.0,1760.02,831,63,1
2595,18.0,4139.7,661,59,2
2596,38.0,1197.76,897,54,2
2597,73.0,934.34,582,49,2
2598,188.0,3232.15,954,35,2
2599,12.0,11138.63,1361,33,3
2600,18.0,4534.66,984,54,2
2601,18.0,1129.87,1020,38,2
2602,21.0,4851.21,858,53,2
2603,19.0,11781.66,560,28,3
2604,62.0,744.91,151,26,0
2605,83.0,601.48,860,49,2
2606,120.0,118.32,1138,19,2
2607,408.0,1433.01,839,33,1
2608,15.0,586.24,15,21,0
2609,12.0,195.61,12,23,0
2610,22.0,290.85,710,35,2
2611,3.0,516.15,3,28,0
2612,21.0,306.66,53,21,0
2613,19.0,11383.65,312,44,3
2614,15.0,800.18,845,39,2
2615,1.0,120.42,3,37,0
2616,63.0,400.24,349,36,0
2617,112.0,163.96,1105,21,2
2618,25.0,8943.83,951,47,3
2619,103.0,868.66,218,50,2
2620,500.0,3880.95,740,38,1
2621,29.0,450.92,39,40,0
2622,232.0,3780.69,1070,50,1
2623,460.0,3245.0,1199,46,1
2624,5.0,281.49,517,37,2
2625,7.0,92.61,200,32,0
2626,113.0,449.37,1189,20,2
2627,109.0,488.49,1049,53,2
2628,9.0,248.44,46,36,0
2629,170.0,1719.61,770,30,2
2630,93.0,747.14,818,24,2
2631,45.0,1122.49,193,41,0
2632,24.0,465.56,417,25,0
2633,7.0,4042.87,944,40,2
2634,21.0,11235.4,894,58,3
2635,257.0,846.49,839,32,1
2636,285.0,2382.54,1015,36,1
2637,51.0,443.29,160,21,0
2638,38.0,1093.79,774,42,2
2639,97.0,891.17,229,21,0
2640,16.0,13467.24,964,30,3
2641,367.0,2936.79,463,26,1
2642,3.0,11346.78,520,47,3
2643,415.0,3110.37,1115,33,1
2644,13.0,14573.98,395,56,3
2645,278.0,3679.46,1434,57,1
2646,106.0,829.21,920,38,2
2647,233.0,3197.56,459,61,1
2648,24.0,618.64,172,48,0
2649,7.0,1.64,7,35,0
2650,33.0,236.13,150,32,0
2651,175.0,1893.25,1304,26,2
2652,36.0,447.11,559,44,2
2653,86.0,1162.08,1136,43,2
2654,8.0,12718.65,548,52,3
2655,400.0,567.67,672,41,1
2656,87.0,600.44,1119,35,2
2657,421.0,2969.1,423,50,1
2658,219.0,2694.63,507,64,1
2659,354.0,3245.23,1106,49,1
2660,11.0,5552.72,534,46,2
2661,53.0,286.83,712,50,2
2662,45.0,833.92,740,28,2
2663,90.0,1079.75,872,31,2
2664,16.0,13926.82,1266,50,3
2665,14.0,13766.78,981,53,3
2666,12.0,3798.0,649,48,2
2667,380.0,884.16,930,50,1
2668,109.0,449.77,476,36,2
2669,14.0,11134.68,498,42,3
2670,1.0,13244.22,682,49,3
2671,15.0,484.18,15,19,0
2672,293.0,1392.63,1315,57,1
2673,78.0,852.17,116,30,0
2674,33.0,73.35,258,24,0
2675,178.0,1133.27,1326,64,1
2676,316.0,3970.26,592,63,1
2677,415.0,3149.56,415,52,1
2678,36.0,173.47,36,23,0
2679,12.0,13527.41,1340,49,3
2680,4.0,10023.58,438,34,3
2681,13.0,14958.5,1312,53,3
2682,3.0,498.84,3,35,0
2683,16.0,15656.19,919,29,3
2684,25.0,317.88,621,31,0
2685,1.0,328.28,1,18,0
2686,105.0,177.18,974,53,2
2687,6.0,1038.71,1055,47,2
2688,21.0,8367.27,1050,28,3
2689,14.0,10660.34,1284,58,3
2690,28.0,293.27,815,26,2
2691,17.0,9714.48,658,56,3
2692,25.0,9743.6,1008,41,3
2693,17.0,344.52,43,34,0
2694,103.0,803.11,765,38,2
2695,15.0,142.43,744,33,2
2696,209.0,1871.97,1119,55,1
2697,12.0,12341.41,581,54,3
2698,361.0,2987.24,713,62,1
2699,430.0,1933.6,578,34,1
2700,369.0,1684.3,1379,59,1
2701,8.0,10098.29,655,43,3
2702,353.0,1792.16,723,34,1
2703,0.0,488.7,36,39,0
2704,234.0,2098.22,1471,65,1
2705,480.0,2436.25,1393,56,1
2706,30.0,318.28,494,26,0
2707,14.0,765.47,1168,38,2
2708,19.0,12954.48,919,39,3
2709,99.0,807.77,404,49,2
2710,16.0,876.91,570,48,2
2711,21.0,274.34,218,31,0
2712,7.0,5718.63,869,31,2
2713,46.0,250.4,651,23,0
2714,5.0,6857.52,670,60,3
2715,3.0,10308.22,669,36,3
2716,46.0,1072.3,165,45,0
2717,72.0,364.83,1046,33,2
2718,54.0,524.25,372,38,0
2719,38.0,308.53,52,40,0
2720,57.0,861.84,250,27,0
2721,108.0,690.79,1088,26,2
2722,17.0,284.95,17,36,0
2723,98.0,691.97,202,29,0
2724,15.0,15421.11,883,44,3
2725,71.0,639.49,564,41,2
2726,68.0,1115.58,830,48,2
2727,69.0,177.17,894,27,2
2728,9.0,13651.59,1172,35,3
2729,8.0,9535.33,906,40,3
2730,305.0,1050.3,936,50,1
2731,471.0,2712.43,541,24,1
2732,8.0,4066.09,1391,56,2
2733,33.0,667.75,909,51,2
2734,11.0,9780.12,479,44,3
2735,14.0,9989.27,1309,55,3
2736,13.0,11000.94,1132,51,3
2737,193.0,2473.5,1136,45,1
2738,409.0,1891.15,546,47,1
2739,302.0,1268.71,942,39,1
2740,1.0,11801.25,681,31,3
2741,9.0,6164.36,854,29,2
2742,402.0,1922.54,927,60,1
2743,7.0,329.05,45,35,0
2744,68.0,963.12,376,46,2
2745,0.0,115.58,16,36,0
2746,112.0,600.66,663,37,2
2747,63.0,1064.6,460,19,0
2748,14.0,297.67,38,32,0
2749,18.0,3789.8,460,36,2
2750,14.0,295.89,48,18,0
2751,22.0,15651.33,722,51,3
2752,53.0,1166.25,934,55,2
2753,21.0,304.82,22,27,0
2754,17.0,166.49,46,24,0
2755,62.0,412.94,775,38,2
2756,20.0,353.68,195,31,0
2757,19.0,4155.79,603,60,2
2758,18.0,0.14,34,38,0
2759,2.0,4424.78,329,29,0
2760,8.0,194.82,8,39,0
2761,315.0,784.46,880,53,1
2762,64.0,376.04,239,24,0
2763,5.0,495.16,810,37,2
2764,6.0,14052.19,542,38,3
2765,15.0,564.64,605,26,0
2766,15.0,3908.07,922,42,2
2767,57.0,80.19,699,37,2
2768,2.0,10748.32,1173,28,3
2769,276.0,3195.79,629,38,1
2770,13.0,324.85,972,55,2
2771,37.0,452.97,312,52,2
2772,8.0,5237.32,1323,55,2
2773,476.0,1764.95,1042,34,1
2774,21.0,3826.54,397,46,2
2775,0.0,10182.98,1287,32,3
2776,411.0,451.97,543,61,1
2777,51.0,1178.61,999,46,2
2778,119.0,283.15,773,44,2
2779,26.0,286.25,134,32,0
2780,85.0,888.06,719,53,2
2781,29.0,956.67,1089,47,2
2782,63.0,64.75,744,21,0
2783,21.0,4169.67,780,51,2
2784,10.0,4309.48,1257,28,2
2785,59.0,906.17,185,41,0
2786,53.0,686.47,1196,45,2
2787,431.0,1779.52,1094,40,1
2788,97.0,860.69,564,22,0
2789,107.0,218.22,931,40,2
2790,443.0,3907.21,612,63,1
2791,4.0,12060.98,1149,55,3
2792,88.0,416.87,623,19,0
2793,24.0,8671.78,354,48,3
2794,23.0,451.66,457,37,0
2796,31.0,130.22,120,43,0
2797,98.0,1154.75,1067,51,2
2798,33.0,521.01,1084,48,2
2799,58.0,972.23,598,53,2
2800,7.0,6332.44,1158,30,2
2801,12.0,6063.07,1013,51,3
2802,0.0,9224.4,661,45,3
2803,3.0,9518.81,1281,36,3
2804,174.0,3266.71,1055,30,2
2805,14.0,358.01,23,21,0
2806,31.0,438.25,40,40,0
2807,3.0,302.71,3,26,0
2808,109.0,801.48,259,42,0
2809,208.0,975.4,998,60,1
2810,35.0,449.85,927,50,2
2811,56.0,1156.74,191,27,0
2812,255.0,3214.1,1191,46,1
2814,1.0,13730.68,1381,58,3
2815,211.0,2273.4,530,25,0
2816,113.0,561.13,122,30,0
2817,2.0,368.71,2,37,0
2818,494.0,2509.31,1068,45,1
2819,319.0,1629.06,572,31,1
2820,81.0,262.3,532,37,2
2821,470.0,1189.95,866,47,1
2822,89.0,737.41,799,37,2
2823,21.0,15987.21,653,50,3
2824,381.0,2081.67,1091,57,1
2825,0.0,332.96,33,24,0
2826,261.0,813.99,978,51,1
2827,14.0,97.51,54,21,0
2828,53.0,1107.88,778,54,2
2829,42.0,720.95,1030,23,2
2830,19.0,569.85,47,38,0
2831,238.0,1901.73,1209,51,1
2833,402.0,460.56,1023,22,1
2834,40.0,459.05,1177,27,2
2835,11.0,431.49,11,21,0
2836,18.0,12321.98,623,49,3
2837,15.0,184.13,31,36,0
2838,31.0,296.17,1053,29,2
2839,3.0,229.52,45,38,0
2840,324.0,2079.72,944,24,1
2841,5.0,278.01,618,26,0
2842,63.0,173.99,625,22,0
2844,88.0,620.78,1153,54,2
2845,77.0,884.61,1170,21,2
2846,215.0,3958.03,1186,22,2
2847,13.0,7451.49,1222,49,3
2848,199.0,2469.61,1429,54,1
2849,419.0,2052.19,1471,51,1
2850,81.0,343.41,806,38,2
2851,91.0,226.51,844,29,2
2853,215.0,3092.66,1434,61,1
2854,490.0,1884.79,1105,30,1
2855,59.0,716.34,1047,43,2
2856,47.0,287.78,196,29,0
2857,0.0,11214.19,1132,54,3
2858,24.0,423.83,24,18,0
2859,403.0,3035.06,1063,32,1
2860,6.0,7548.5,806,31,3
2861,23.0,554.75,1074,22,2
2862,6.0,8295.21,785,48,3
2863,0.0,9249.45,1071,58,3
2864,23.0,316.65,29,38,0
2865,26.0,1100.35,179,55,2
2866,20.0,6726.22,766,59,3
2867,91.0,487.02,1175,46,2
2868,457.0,1530.41,1439,64,1
2869,25.0,452.46,30,30,0
2870,7.0,64.59,49,36,0
2872,0.0,15321.36,857,50,3
2874,3.0,6527.61,475,28,0
2875,13.0,191.68,13,27,0
2876,36.0,460.09,477,48,2
2877,37.0,45.98,52,40,0
2878,10.0,9306.32,774,40,3
2879,49.0,287.64,273,39,0
2880,27.0,108.88,772,46,2
2881,34.0,421.0,781,53,2
2882,16.0,12355.74,846,42,3
2883,86.0,605.01,917,55,2
2884,3.0,5478.84,1213,29,2
2885,4.0,7500.14,545,28,3
2886,60.0,529.98,366,27,0
2887,0.0,8339.23,380,38,3
2888,74.0,300.05,1143,31,2
2889,29.0,250.9,49,24,0
2890,14.0,3551.49,803,31,2
2891,0.0,14856.17,943,39,3
2892,319.0,557.52,1028,32,1
2893,154.0,624.28,647,48,2
2894,391.0,3563.46,454,30,1
2895,13.0,10480.58,843,60,3
2897,15.0,6233.89,1254,37,2
2898,6.0,8010.22,940,42,3
2899,206.0,3044.65,1041,46,1
2900,68.0,1040.71,90,27,0
2901,26.0,219.59,45,34,0
2902,8.0,538.15,8,20,0
2903,277.0,480.35,996,57,1
2904,16.0,350.33,16,33,0
2905,165.0,3222.61,1066,43,2
2906,112.0,287.73,129,50,0
2907,87.0,55.88,1190,35,2
2908,216.0,2826.72,1411,32,1
2909,14.0,464.49,33,38,0
2910,23.0,5984.46,738,57,3
2911,88.0,648.35,234,25,0
2912,24.0,587.55,24,20,0
2913,52.0,92.92,535,50,2
2914,99.0,259.33,419,51,2
2915,5.0,12124.74,1001,32,3
2916,54.0,873.1,90,43,0
2917,27.0,514.96,291,28,0
2918,4.0,10047.51,1302,49,3
2919,291.0,611.27,1266,62,1
2920,295.0,2474.91,750,34,1
2921,17.0,14341.78,874,48,3
2922,105.0,788.6,701,36,2
2923,180.0,766.41,953,53,2
2924,36.0,366.46,55,24,0
2925,19.0,612.86,851,43,2
2926,35.0,328.33,41,40,0
2927,467.0,1246.27,799,26,1
2928,324.0,2654.6,703,51,1
2929,45.0,332.85,944,28,2
2930,6.0,12807.04,920,45,3
2931,226.0,3012.15,1228,62,1
2932,9.0,11120.56,721,32,3
2933,29.0,836.0,459,33,0
2934,108.0,555.87,1109,37,2
2935,217.0,3723.49,623,43,1
2936,13.0,15741.68,1223,46,3
2937,157.0,1406.76,804,37,2
2938,321.0,875.3,1260,61,1
2939,44.0,714.28,830,21,0
2940,30.0,1132.01,1029,43,2
2941,395.0,2401.13,1161,53,1
2942,107.0,184.93,726,35,2
2943,292.0,1936.65,586,46,1
2944,72.0,413.39,497,49,2
2945,19.0,155.3,22,19,0
2946,197.0,2165.32,1090,57,1
2947,458.0,1908.98,836,50,1
2948,7.0,1018.95,1021,28,2
2949,200.0,2434.55,1196,36,1
2950,0.0,109.63,10,38,0
2951,32.0,226.92,964,19,2
2952,106.0,583.24,275,24,0
2953,337.0,2899.31,668,52,1
2954,356.0,581.74,1152,57,1
2955,69.0,1150.35,1142,55,2
2956,44.0,541.81,724,49,2
2957,21.0,10087.31,1298,30,3
2958,5.0,13881.78,995,55,3
2959,413.0,1840.84,1036,61,1
2961,12.0,374.15,1074,26,2
2962,19.0,844.23,1095,31,2
2963,54.0,585.98,115,36,0
2964,5.0,2833.17,441,35,0
2965,273.0,1304.1,1263,50,1
2966,7.0,12777.27,392,45,3
2967,91.0,1170.48,1028,29,2
2968,13.0,9744.53,435,57,3
2969,58.0,755.63,879,39,2
2970,101.0,1181.35,1192,42,2
2971,103.0,513.23,1108,20,2
2972,22.0,282.23,47,24,0
2973,81.0,210.85,1005,35,2
2974,36.0,572.0,177,21,0
2975,19.0,4167.52,684,38,2
2976,18.0,11746.42,981,28,3
2977,313.0,1486.51,1158,54,1
2978,44.0,504.59,576,20,0
2980,3.0,12798.15,757,38,3
2981,59.0,1159.42,665,36,2
2982,3.0,6734.31,456,55,3
2983,74.0,540.64,701,44,2
2984,13.0,10586.05,738,28,3
2985,24.0,11334.92,1240,48,3
2986,20.0,4672.59,1177,59,2
2987,24.0,290.35,36,30,0
2988,250.0,3325.18,1155,27,1
2989,19.0,12486.03,1288,31,3
2990,14.0,8718.95,1355,53,3
2991,2.0,94.8,17,27,0
2992,63.0,1198.18,448,36,0
2994,21.0,313.93,80,32,0
2995,54.0,455.78,796,46,2
2996,389.0,2149.27,1289,26,1
2997,310.0,1445.99,1250,26,1
2998,12.0,522.78,12,18,0
2999,46.0,990.47,468,25,0
3000,47.0,626.4,90,31,0
3001,113.0,560.36,336,52,2
3002,15.0,9233.37,1366,51,3
3003,61.0,360.41,1084,53,2
3004,6.0,264.86,6,31,0
3005,62.0,761.87,716,20,0
3006,41.0,231.85,618,47,2
3007,82.0,828.15,785,24,2
3008,40.0,909.57,532,34,0
3009,67.0,508.05,401,30,0
3011,9.0,12231.46,561,33,3
3013,347.0,472.48,722,63,1
3014,0.0,6502.89,1005,48,3
3015,1.0,3385.11,1207,36,2
3016,323.0,482.62,707,36,1
3017,97.0,830.63,1067,21,2
3018,31.0,459.53,116,40,0
3019,7.0,15410.72,337,44,3
3020,267.0,2752.15,746,61,1
3021,24.0,7596.08,317,59,3
3022,250.0,3041.01,838,56,1
3023,408.0,2319.05,1397,51,1
3024,72.0,847.18,104,21,0
3025,19.0,55.13,725,23,0
3026,1.0,6344.63,307,33,0
3027,50.0,230.68,606,29,0
3028,95.0,624.67,1045,33,2
3029,241.0,2442.38,461,65,1
3030,51.0,185.54,435,52,2
3031,28.0,997.07,448,20,0
3032,115.0,642.53,731,37,2
3033,36.0,337.31,926,24,2
3034,36.0,9.27,39,38,0
3035,64.0,471.16,899,29,2
3036,21.0,9240.11,1024,33,3
3037,21.0,9706.73,1254,43,3
3038,39.0,1197.54,1176,49,2
3039,81.0,145.11,1074,43,2
3040,7.0,3996.23,1051,59,2
3041,14.0,526.86,14,25,0
3042,91.0,1017.1,815,49,2
3043,421.0,1284.05,425,37,1
3044,110.0,606.61,359,35,0
3045,74.0,659.65,1106,46,2
3046,70.0,775.81,1165,54,2
3047,404.0,3309.28,777,56,1
3048,430.0,3658.96,1272,23,1
3049,7.0,3893.14,1065,59,2
